Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
Abramowicz.de der Shop,51,1402,503,6,135314,526,206,0.00371728,4.43413E-05,2,4,12
Accident App by D. Miller Law,50,501,65,6,40256,383,130,0.001614666,0.000149046,7,2,17
tunnelstore,51,1402,503,6,135314,524,206,0.00371728,4.43413E-05,2,4,12
SG Gold,51,507,118,12,60353,278,104,0.001955164,0.00019883,0,6,1
????·????????,100,1679,463,12,152651,1013,330,0.003033062,7.86107E-05,10,2,17
Stiga Remote,92,4870,942,9,509591,6979,1477,0.001848541,1.76612E-05,0,5,10
?????,50,1998,479,6625,279037,3123,540,0.001716618,0.023742371,6,1,13
Millenium fence LLC,50,701,231,12,62159,223,92,0.003716276,0.000193053,2,7,10
Charity Jam,50,2353,530,15,231688,1228,410,0.002287559,6.47422E-05,2,3,12
Credo Productions,95,2716,612,12,287908,1653,601,0.002125679,4.168E-05,2,3,12
Urban Summit of Greater Kansas,95,2729,613,12,288957,1631,596,0.002121423,4.15287E-05,2,3,12
Angies Resturant,50,4795,1212,24,515464,5374,1539,0.00235128,4.656E-05,0,4,13
faLTU,51,650,220,3680,85548,338,123,0.002571656,0.043016786,1,1,7
Certified FCU for Mobile,50,562,168,6,45976,227,73,0.00365408,0.000130503,2,0,9
Flocko,95,2729,613,12,288957,1632,599,0.002121423,4.15287E-05,2,3,12
Continue? - ContinueShow,92,653,275,3,89726,245,97,0.003064886,3.34351E-05,0,2,8
Bank Holidays in England,92,715,165,9,87865,405,163,0.001877881,0.00010243,0,3,2
It Fraction Numeral Systems,51,489,121,9,47707,240,100,0.002536315,0.000188652,0,1,2
Lemonsports,51,1402,503,6,135314,522,206,0.00371728,4.43413E-05,2,4,12
Dark Sanctuary,51,319,97,6,23129,53,23,0.004193869,0.000259415,0,4,5
The Great Alaskan Bush Company,95,2729,613,12,288957,1645,596,0.002121423,4.15287E-05,2,3,12
USAccident Report,50,91,23,6,8253,46,18,0.002786865,0.000727008,2,0,4
Krim,51,190,3,122,12794,37,1,0.000234485,0.00953572,3,0,4
EdomApp,51,180,90,6,21276,137,62,0.004230118,0.000282008,1,2,2
WAGO WebVisu,51,89,17,6,10294,13,6,0.001651447,0.000582864,0,0,3
Hometown Bank WI – HTB Mobile,50,161,43,9,15111,41,17,0.002845609,0.000595593,1,2,8
??? -????,53,3437,1168,21,254348,1319,417,0.004592134,8.2564E-05,7,1,21
LYLO,50,382,67,6,37393,232,97,0.001791779,0.000160458,3,3,6
SSHD Player,51,287,148,3,16964,69,26,0.008724357,0.000176845,2,1,8
FSG Bank,50,253,107,9,25972,50,21,0.004119821,0.000346527,1,5,8
English wordbook dictionary,92,3057,851,18,366250,2613,753,0.002323549,4.91468E-05,3,3,9
Enjoy Night,50,1998,479,6625,279037,3121,535,0.001716618,0.023742371,6,1,13
BenJoy,50,1998,479,6622,279037,3120,534,0.001716618,0.02373162,6,1,13
Smit en de Wolf,50,112,23,3,7734,7,3,0.002973882,0.000387898,6,0,12
Liberty Bell Radio,51,335,57,6,30203,227,92,0.00188723,0.000198656,0,2,3
??????????,50,367,154,9,37958,116,38,0.004057116,0.000237104,4,2,13
IQ Quiz,51,12,1,3,521,0,0,0.001919386,0.005758157,1,1,2
Yushan E Touch,51,689,130,12,53948,164,63,0.002409728,0.000222436,1,2,4
I&M Mobile,51,421,79,6,44096,365,115,0.001791546,0.000136067,7,0,17
iMareas Free,50,461,104,6,41601,238,98,0.00249994,0.000144227,2,1,4
??????,50,1998,479,6625,279037,3110,536,0.001716618,0.023742371,6,1,13
Laguna Grill,50,1998,479,6622,279037,3113,536,0.001716618,0.02373162,6,1,13
Ripon,92,3443,569,6,376277,4974,888,0.001512184,1.59457E-05,6,1,13
The Dino 928 ????,51,1337,1244,15,289061,1773,422,0.00430359,5.18922E-05,2,10,6
Big Orange Wireless,51,437,115,9,45725,257,107,0.002515036,0.000196829,0,6,2
Louisville FCU,50,1780,330,6,222352,2701,528,0.001484133,2.69842E-05,2,1,14
?????????,51,11,0,9,269,0,0,0,0.033457249,0,0,1
Bosch Mobile,51,437,115,9,45725,254,106,0.002515036,0.000196829,0,6,2
KPSS YGS LYS PRAT?K TAR?H,51,1014,208,6,82896,571,179,0.002509168,7.23798E-05,0,3,3
PS Magazine,51,260,121,12,35520,161,71,0.003406532,0.000337838,0,5,3
WeCare FLW,51,387,98,12,38227,224,93,0.002563633,0.000313914,0,6,2
WeCare FJ,51,387,98,12,38227,224,93,0.002563633,0.000313914,0,6,2
WebGL Cheatsheet,92,541,136,12,70342,268,112,0.001933411,0.000170595,0,1,2
????SMS,51,79,15,6,5783,10,5,0.002593809,0.001037524,1,1,4
Zapea TV,51,1256,438,9,133652,699,281,0.003277168,6.73391E-05,1,4,4
curia,51,67,50,9,9442,16,8,0.005295488,0.000953188,2,0,3
????????????,51,61,11,9,3595,44,19,0.003059805,0.002503477,0,2,2
Send With FTP,51,61,22,3,5385,16,7,0.004085422,0.000557103,2,1,2
EMT SurfPort,51,8,0,3,270,2,1,0,0.011111111,1,0,1
Rádio 92 FM - Formosa,51,40,23,6,4008,6,3,0.005738523,0.001497006,0,0,2
Network Management & Security1,92,3542,769,6,459155,5739,965,0.001674816,1.30675E-05,3,2,6
Green Taxi ZAMAWIACZKA,50,1279,289,12,158437,937,339,0.001824069,7.57399E-05,0,3,8
DeviceDrills: NuMask CPR IOM®,51,3855,822,15,395772,2752,609,0.002076953,3.79006E-05,0,1,8
"Cultura FM 92,3",51,266,62,6,23281,220,98,0.002663116,0.000257721,0,7,2
Free Hidden Object Games - 92,92,4164,932,9,454428,4856,1078,0.00205093,1.98051E-05,0,4,4
Clube Cidade 92 FM,92,2471,457,12,287848,3544,639,0.001587643,4.16887E-05,2,1,9
ARCYBER,51,379,88,12,36228,219,92,0.00242906,0.000331236,0,6,2
WeCare JBLE,51,387,98,12,38227,225,93,0.002563633,0.000313914,0,6,2
Fort Lee EMD,51,125,43,12,12491,66,13,0.003442479,0.000960692,0,6,2
Container Mgmt Smartbook,51,260,121,12,35543,157,69,0.003404327,0.000337619,1,6,3
Performance TRIAD,51,259,121,12,35403,159,70,0.003417789,0.000338954,0,6,2
JBLE,51,259,121,12,35404,157,69,0.003417693,0.000338945,0,6,2
Verling & Partner AG,51,194,99,9,23018,143,63,0.004300982,0.000390998,1,2,2
Unity Cars,50,1086,159,6,138502,1959,323,0.001147998,4.33207E-05,1,1,12
Plus Car Service,50,1086,159,6,138502,1960,325,0.001147998,4.33207E-05,1,1,12
Javier Heredia,100,2916,907,15,326465,1814,650,0.002778246,4.59467E-05,1,8,7
Tiny Taxis,50,1086,159,6,138500,1959,326,0.001148014,4.33213E-05,1,1,12
TaxiDrivr,50,969,123,6,125457,1947,315,0.000980416,4.78252E-05,3,2,13
Unitrans,50,104,44,6,10669,20,9,0.004124098,0.000562377,0,0,7
??? ???,51,635,186,9,72693,405,170,0.002558706,0.000123808,2,6,4
?????? ?????,51,51,30,6,8751,22,10,0.00342818,0.000685636,0,0,2
Fent Solare Architektur,51,194,99,9,23018,143,63,0.004300982,0.000390998,1,2,2
?????,50,462,78,6,43248,286,120,0.001803552,0.000138735,0,5,3
??????,50,617,112,9,57528,388,159,0.001946878,0.000156446,0,1,8
Beacon Wealth Consultants Inc.,51,310,52,6,28288,201,84,0.001838235,0.000212104,2,1,7
CUKI Theme Cool Cool Orange,0,26,2,3,1515,4,2,0.001320132,0.001980198,0,2,1
motormixx,51,490,117,6,44800,238,99,0.002611607,0.000133929,0,1,2
Familia,50,1998,479,6625,279037,3120,531,0.001716618,0.023742371,6,1,13
Oil Change On GY6 Scooters,91,1477,374,5123,150299,875,216,0.002488373,0.03408539,5,1,16
Repetti Bail Bonds,51,45,2,3,3087,12,6,0.000647878,0.000971817,0,0,1
Motif,50,1998,479,6622,279037,3112,536,0.001716618,0.02373162,6,1,13
Family Group,50,1998,479,6625,279037,3104,531,0.001716618,0.023742371,6,1,13
??????,50,1998,479,6622,279037,3124,535,0.001716618,0.02373162,6,1,13
Scott's Automotive,50,2240,486,15,213984,1227,409,0.002271198,7.00987E-05,2,3,11
gotoBilling Mobile Payments,51,400,269,15,58160,276,113,0.004625172,0.000257909,0,5,3
????????,50,1998,479,6625,279037,3117,531,0.001716618,0.023742371,6,1,13
bagitaly,50,1049,235,12,101290,602,213,0.002320071,0.000118472,2,1,10
????,50,1053,227,12,101817,622,221,0.00222949,0.000117859,2,1,10
IAD View Demo,50,2265,509,15,223207,1183,395,0.002280394,6.72022E-05,2,3,12
Sharpvision,50,1202,227,12,99135,420,140,0.002289807,0.000121047,4,1,14
??????,50,1053,242,12,110423,523,198,0.002191572,0.000108673,2,1,10
FM Eclipse 96.3 MHz,51,584,132,9,63987,341,121,0.002062919,0.000140654,0,3,2
FACE THE DAY™,51,595,180,9,61675,291,129,0.002918525,0.000145926,0,5,8
9 Magazine,51,740,159,63,65592,256,103,0.002424076,0.000960483,0,2,5
????,50,1048,235,12,101225,603,214,0.002321561,0.000118548,2,1,10
Tulsat Catalog,51,1257,1071,15,233230,1432,374,0.004592034,6.43142E-05,1,7,2
???????,50,1998,479,6622,279037,3108,535,0.001716618,0.02373162,6,1,13
?????,50,462,78,6,43240,283,119,0.001803885,0.00013876,0,4,4
?????,92,1962,233,9,235544,3244,548,0.000989199,3.82094E-05,4,2,11
The Cooper Family Reunion,91,3595,695,12,429487,3766,832,0.00161821,2.79403E-05,3,4,14
???? ASP ????,51,514,85,6,48011,345,140,0.001770428,0.000124971,0,4,1
CaribbeanHotFM,51,666,160,6,75923,332,132,0.002107398,7.90274E-05,0,3,4
Warehouse Rack Quote Genie,50,703,196,9,77597,447,189,0.002525871,0.000115984,7,1,16
??????,50,1998,479,6625,279037,3122,533,0.001716618,0.023742371,6,1,13
Fitness Doza,50,1998,479,6622,279037,3121,535,0.001716618,0.02373162,6,1,13
Plaza Bowl,50,1998,479,6622,279037,3117,531,0.001716618,0.02373162,6,1,13
MediaBytes,51,257,122,9,35373,161,71,0.003448958,0.000254431,0,6,2
PizzaMania,50,1998,479,6625,279037,3125,537,0.001716618,0.023742371,6,1,13
VGMC Profit,50,587,185,9,54306,191,77,0.003406622,0.000165728,2,7,11
Estación Plus 94.3 MHz,51,587,135,9,64674,354,124,0.002087392,0.000139159,0,3,2
EAC Mobile,50,510,74,6,38674,437,113,0.00191343,0.000155143,2,0,5
La Morronona Chula,50,3093,828,12,317267,3610,1018,0.002609789,3.7823E-05,1,2,9
??????,51,1650,394,9,183676,2862,520,0.002145082,4.89993E-05,4,1,18
NBD MoBanking,50,441,70,6,33770,376,97,0.002072846,0.000177672,2,0,5
Chautauqua Star,51,15,1,6,432,2,1,0.002314815,0.013888889,1,0,2
"???, ?????, ??????????",50,462,78,6,43252,288,120,0.001803385,0.000138722,0,4,4
"??????,??????,????,?????,????",92,1962,233,9,235536,3246,546,0.000989233,3.82107E-05,4,2,11
?????????????,51,509,121,6,46359,272,114,0.002610065,0.000129425,0,1,2
TIHS Dwarka,50,1590,288,12,205636,2611,487,0.001400533,5.83555E-05,2,1,12
ATLWEBRADIO.com,51,579,168,9,57014,294,120,0.002946645,0.000157856,0,2,3
FCm Mobile,50,304,86,6,62351,250,69,0.001379288,9.62294E-05,0,1,8
Legacy Protiva OTP,51,989,174,15,57854,368,86,0.003007571,0.000259273,0,0,2
Antique,50,1119,202,9,129699,2019,318,0.001557452,6.93914E-05,1,3,13
RadioTramps,50,3094,821,12,317287,3553,1004,0.002587563,3.78206E-05,1,2,9
Go Girl Go for IT,100,198,48,6,19674,84,40,0.002439768,0.000304971,0,2,12
DCSSA,50,1628,329,12,163289,826,274,0.002014833,7.34893E-05,2,3,11
VSB CC3,51,96,60,6,8421,8,4,0.007125045,0.000712504,1,4,6
Find the Differences HD Nature,92,918,321,9,95837,396,162,0.003349437,9.39095E-05,0,5,6
MobileAccess,51,1184,340,9,108099,676,268,0.003145265,8.3257E-05,3,1,9
Best Nature Sounds 2014,100,753,214,6,86828,315,130,0.002464643,6.91021E-05,3,1,9
First Aid Electrical Shock,92,830,205,9,79670,449,150,0.002573114,0.000112966,0,9,5
Adidas Store Release,51,314,52,6,27250,201,84,0.001908257,0.000220183,2,1,4
First Aid: Dog Bites,92,830,205,9,79670,448,151,0.002573114,0.000112966,0,9,5
Adidas Sneaker,51,314,52,6,27250,200,84,0.001908257,0.000220183,2,1,4
OnWatch,52,1111,261,15,100200,658,173,0.00260479,0.000149701,8,0,22
Geocoder,50,92,41,6,10378,17,7,0.003950665,0.000578146,5,1,14
Rádios - Criciúma e Região,51,1103,421,12,163726,1522,347,0.002571369,7.32932E-05,0,1,4
1A2B,51,129,25,5095,11913,119,16,0.002098548,0.427684043,0,1,2
??????,51,460,78,6,43202,287,120,0.001805472,0.000138882,0,4,2
AK ????,100,3304,1027,21,420611,4033,784,0.002441686,4.99274E-05,11,1,30
Baldwin Wireless,51,437,115,9,45725,254,106,0.002515036,0.000196829,0,6,2
Jesus Centers,100,3002,865,18,302643,1852,616,0.002858153,5.9476E-05,1,3,14
PayoCell,92,1159,234,6,92560,669,152,0.00252809,6.48228E-05,0,4,5
St Patrick's Primary Geelong W,51,1599,513,15,181975,1599,477,0.002819069,8.24289E-05,3,5,12
Deakin MMH299,91,5320,1003,15,553027,5889,1200,0.001813655,2.71234E-05,4,3,17
Real Estate 3D Property Viewer,51,211,113,6,20879,14,7,0.005412137,0.00028737,0,2,8
Seu Vella,92,3042,670,18,353793,3989,792,0.001893763,5.08772E-05,2,1,10
Cité de l’Automobile (FR),50,340,62,9,34983,154,68,0.001772289,0.000257268,0,0,9
Musée Jacquemart-André,50,335,60,9,33768,147,65,0.00177683,0.000266525,0,0,9
Deakin Open Day,50,3777,939,9,329955,2353,663,0.002845843,2.72764E-05,2,4,15
"EXCELSIOR FM 91,3MHZ",92,1164,238,6,92863,672,152,0.002562915,6.46113E-05,0,3,6
Free Hidden Object Games - 91,92,4164,932,9,454428,4850,1063,0.00205093,1.98051E-05,0,4,4
"Rádio Mundial 91,3 FM LEM",92,2377,437,12,280297,3456,613,0.001559061,4.28117E-05,2,1,9
Rádio 91 FM Leme,51,283,126,9,37340,162,72,0.003374397,0.000241028,2,5,5
Bucket of Fish,51,22,9,6,780,6,3,0.011538462,0.007692308,1,0,2
San Diego Electrician,50,420,194,9,43920,132,58,0.004417122,0.000204918,1,7,8
PIJ Ca n'Humet,51,1321,179,9,167468,2420,430,0.001068861,5.37416E-05,1,2,7
San Diego IndieFest 8,51,2703,814,12,300181,1787,607,0.002711697,3.99759E-05,1,2,13
Bands n Concerts,92,267,85,3,45054,107,45,0.001886625,6.65868E-05,4,1,6
La Zeta Dallas,51,584,115,6,54176,394,166,0.002122711,0.00011075,3,1,11
911 Help SMS,100,3797,573,12,405621,5139,874,0.001412649,2.95843E-05,0,3,9
Stopping distance,0,22,0,3,1333,4,2,0,0.002250563,0,0,3
Mobile Assistant,50,1998,551,9,211156,1472,560,0.002609445,4.26225E-05,3,3,13
???????????,50,1998,479,6622,279037,3117,534,0.001716618,0.02373162,6,1,13
????,50,1998,479,6625,279037,3112,532,0.001716618,0.023742371,6,1,13
?????,51,3227,816,12,287081,1325,443,0.002842403,4.18E-05,11,2,25
Zengo,50,1998,479,6622,279037,3109,530,0.001716618,0.02373162,6,1,13
?????????????[??????],51,807,177,15,82058,482,196,0.002157011,0.000182798,0,3,2
Learn & Draw for Kids,51,1339,1252,15,294591,1767,415,0.00424996,5.09181E-05,0,9,5
Rennes Atalante,50,1533,339,9,192408,2232,414,0.001761881,4.67756E-05,2,0,15
Denali Alaskan Mobile Banking,50,253,107,9,26016,52,22,0.004112854,0.000345941,1,5,8
TRESSAT,51,801,210,9,66809,283,97,0.003143289,0.000134712,3,1,10
The Grapevine of Richmond,51,322,54,6,29338,216,90,0.001840616,0.000204513,0,1,2
JALSOR,51,664,142,9,49950,192,70,0.002842843,0.00018018,3,1,10
TecnoMarbell,51,664,142,9,49949,191,71,0.0028429,0.000180184,3,1,10
INV,51,664,142,9,49950,189,70,0.002842843,0.00018018,3,1,10
JOSBAN,51,664,142,9,49949,189,70,0.0028429,0.000180184,3,1,10
EBER,51,664,142,9,49950,191,71,0.002842843,0.00018018,3,1,10
Heritage on Main Street,51,322,54,6,29330,215,90,0.001841118,0.000204569,0,1,2
IVS,51,664,142,9,49950,192,70,0.002842843,0.00018018,3,1,10
EMSEVIPRO,51,802,210,9,67273,284,99,0.003121609,0.000133783,3,1,10
LIP,51,801,210,9,66808,284,99,0.003143336,0.000134714,3,1,10
Segurvip,51,664,142,9,49950,191,70,0.002842843,0.00018018,3,1,10
????-????,50,1998,479,6625,279037,3110,529,0.001716618,0.023742371,6,1,13
Great Olympians 2 FREE,51,323,517,6,65018,152,53,0.007951644,9.22821E-05,1,1,6
Great Olympians 1 FREE,51,323,517,6,65018,152,53,0.007951644,9.22821E-05,1,1,6
???? ????,100,2412,753,9,315320,1497,566,0.00238805,2.85424E-05,1,5,9
BTC Signal Survey,50,1143,277,6,115320,625,239,0.002402012,5.20291E-05,1,2,9
PS Communication,50,1198,369,15,134143,918,339,0.002750796,0.000111821,1,6,7
Slide Puzzle,0,54,17,3,4384,30,9,0.003877737,0.000684307,0,0,1
GRUPO DJ,51,664,142,9,49950,189,69,0.002842843,0.00018018,3,1,10
dreamcitynine,50,997,315,12,94658,544,198,0.003327769,0.000126772,0,7,4
Great Olympians 3 FREE,51,323,517,6,65018,152,53,0.007951644,9.22821E-05,1,1,6
PRS VISION,51,801,210,9,66808,279,96,0.003143336,0.000134714,3,1,10
???,51,3212,804,30,300069,2024,705,0.002679384,9.9977E-05,6,3,23
VisegurCCTV,51,664,142,9,49949,192,71,0.0028429,0.000180184,3,1,10
SweepSynth,51,55,14,9,4060,11,5,0.003448276,0.002216749,0,1,1
RODYCH,51,801,210,9,66807,281,96,0.003143383,0.000134716,3,1,10
PBX LinQ - FreePBX User Portal,51,719,322,6,79281,310,133,0.004061503,7.56802E-05,1,8,8
Hungry Brew Hops,91,5285,990,15,550289,5874,1191,0.001799055,2.72584E-05,4,3,17
Exit Poll USA,50,1003,333,15,113862,730,264,0.002924593,0.000131738,1,6,7
Dusit Grand Condo View,51,81,40,3,11055,18,9,0.003618272,0.00027137,0,7,1
??????????? 2,100,2661,504,9,312381,4171,612,0.001613414,2.8811E-05,1,7,7
SuKit1,0,330,53,6,30107,222,93,0.001760388,0.000199289,1,3,1
????? ????,50,1998,479,6622,279037,3122,536,0.001716618,0.02373162,6,1,13
AID App Wageningen,50,719,322,9,79285,312,134,0.004061298,0.000113515,2,7,12
Prepared EP demo,0,4,1,3,192,0,0,0.005208333,0.015625,0,0,1
Dap An Duoi Hinh bat chu Full,92,2839,429,9,320497,4387,691,0.001338546,2.80814E-05,0,3,2
Qnekt,51,2443,846,15,251534,1920,561,0.003363362,5.96341E-05,3,5,10
"?? - ?????, mVoIP, ????, ????",53,1757,296,12,207703,63,27,0.001425112,5.77748E-05,8,1,26
Pocket Survey/PS PocketSurvey,50,5523,1744,18,649968,5255,1184,0.002683209,2.76937E-05,1,1,9
Spinky,50,1998,479,6622,279037,3112,526,0.001716618,0.02373162,6,1,13
Casta,50,1998,479,6622,279037,3121,534,0.001716618,0.02373162,6,1,13
Milos Travel Guide,50,1711,582,27,206222,2289,552,0.002822201,0.000130927,0,5,11
??????_v4.5,51,531,133,6,46846,245,97,0.00283909,0.000128079,0,2,4
Chromatic Hits demo (Caustic),0,4,1,3,190,0,0,0.005263158,0.015789474,0,0,1
Kitab Sahih Al-Bukhari English,50,321,1255,6,33442,206,66,0.03752766,0.000179415,4,2,10
VeriLocation,100,2325,441,15,276723,3457,616,0.001593651,5.42058E-05,4,2,9
Massimo Ceragioli,100,2792,411,9,317807,4412,678,0.001293238,2.83191E-05,5,1,14
UKWA,50,257,122,6,35377,157,69,0.003448568,0.000169602,5,1,14
Air Attack UFO Online,92,575,123,6,66609,352,78,0.001846597,9.00779E-05,0,1,3
"???????(??? ????,??)",50,658,227,12,68000,448,189,0.003338235,0.000176471,6,0,19
?????????,50,1681,374,33,148537,1163,428,0.002517891,0.000222167,5,2,15
Quissy,92,1160,233,6,92659,668,154,0.002514597,6.47536E-05,0,3,7
Wandernadelpass Seefeld,50,2233,709,24,246032,2010,688,0.002881739,9.75483E-05,3,4,8
Zhunda Woodworking Machinery,51,3571,1024,21,364014,3758,1132,0.002813079,5.76901E-05,5,3,16
Republic Radio,51,2002,697,21,215527,1226,415,0.003233934,9.74356E-05,1,8,11
GALAXIA MUSICAL,85,3990,685,12,438889,5143,964,0.001560759,2.73418E-05,9,1,20
RockMAP wo die Musik lebt,51,2401,706,15,251114,1891,575,0.002811472,5.97338E-05,1,3,6
RockMAP où la musique habite,51,2401,706,15,251084,1898,583,0.002811808,5.9741E-05,1,3,6
Mode50,51,901,192,9,84157,561,234,0.00228145,0.000106943,0,3,2
50Glam,51,901,192,9,84157,557,232,0.00228145,0.000106943,0,3,2
Local Sharing Tree Deal Site,92,1160,233,6,92659,662,149,0.002514597,6.47536E-05,0,4,5
Bicycling South Africa,51,6141,1719,15,624454,6842,1820,0.002752805,2.4021E-05,1,3,10
myB100-100.7 B100,51,881,200,12,87443,510,190,0.002287204,0.000137232,0,2,5
ItaloDance Player,51,319,97,6,23136,53,23,0.0041926,0.000259336,0,4,5
Most Popular Sounds,51,479,115,9,44823,239,99,0.002565647,0.00020079,0,2,4
Direct Textbook Price Compare,51,1094,304,6,118880,554,229,0.002557201,5.04711E-05,1,4,7
Text Alert Sounds,51,479,115,9,44825,239,99,0.002565533,0.000200781,0,2,4
RFID inventory,92,632,163,9,82633,316,128,0.001972578,0.000108915,1,1,6
4 Pics 1 Football Player Quiz,92,2689,598,6,257226,1890,684,0.002324804,2.33258E-05,1,4,6
????,92,1962,232,6,235540,3251,551,0.000984971,2.54734E-05,4,3,10
????????,50,462,78,6,43242,287,120,0.001803802,0.000138754,0,4,4
Benefit Provisions Client Demo,95,2729,613,12,288957,1634,593,0.002121423,4.15287E-05,2,3,12
Bohemian Botanica,51,1151,324,15,116712,1796,528,0.002776064,0.000128521,1,3,2
C Word Identification,92,1954,228,9,234394,3226,535,0.000972721,3.83969E-05,0,3,2
Eleven 23,50,2133,455,15,208724,1097,364,0.002179912,7.18652E-05,2,3,11
ShadesToYou,50,2174,466,15,213945,1109,372,0.00217813,7.01115E-05,2,3,11
Taylor Rental Central Florida,50,2224,478,15,220068,1177,399,0.002172056,6.81608E-05,2,3,12
"?????, ?????? ?????",50,52,10,6,3914,20,10,0.002554931,0.001532959,7,0,17
Pixel Racing,100,2630,469,12,286872,3565,682,0.001634875,4.18305E-05,1,3,7
Charivari 98.6,100,6413,1763,41341,657768,7225,1518,0.002680276,0.062850428,2,4,10
Cancer Zodiac Sign,51,533,136,3,40519,180,68,0.00335645,7.40393E-05,0,0,4
Alarm Clock Sounds,51,479,115,9,44825,238,99,0.002565533,0.000200781,0,2,4
Comanda eletrônica restaurante,51,859,860,12,178099,659,176,0.004828775,6.73783E-05,4,1,11
Free Text Tones,51,479,115,9,44819,240,100,0.002565876,0.000200808,0,2,4
Bread Garden Market Iowa City,95,2718,613,12,288196,1661,606,0.002127025,4.16383E-05,2,3,12
Dawn of the Bubblins,50,33,12,3,5381,9,3,0.002230069,0.000557517,1,1,7
????? ????????(C.I.T),51,330,49,6,28616,220,88,0.001712329,0.000209673,0,2,1
Jumper Game Pro,92,2921,482,6,330772,4475,731,0.001457197,1.81394E-05,0,1,3
Belarusian-Czech Dictionary,92,3299,934,22,342835,3231,1054,0.002724343,6.41708E-05,0,3,3
"?? ????? ????, ?? ??, ??, ??,",53,3104,836,12,344584,4091,1022,0.002426114,3.48246E-05,9,0,25
??????,51,306,52,9,27168,194,82,0.001914016,0.000331272,3,2,8
???(????),50,907,324,12,94462,551,231,0.003429951,0.000127035,6,0,20
2Wayphone,50,179,48,6,16913,69,28,0.002838054,0.000354757,6,0,19
KUHB App,50,1719,578,9,188720,971,341,0.003062738,4.76897E-05,2,2,11
??????????,51,716,150,6,77786,422,171,0.001928368,7.71347E-05,1,4,3
Radio Fm Dance,51,574,160,9,55589,292,119,0.002878267,0.000161903,0,2,3
??900?  ???,100,1866,568,18,218995,1253,447,0.002593667,8.21937E-05,3,5,11
??????,50,1998,479,6625,279037,3120,530,0.001716618,0.023742371,6,1,13
iCert Practice Exam - Network+,51,38,21,6,4055,22,10,0.005178792,0.001479655,1,0,5
Compostimes,51,744,278,9,160883,652,175,0.001727964,5.59413E-05,0,1,1
ABC en 20 Noticias,100,3439,717,9,393568,4924,861,0.001821794,2.28677E-05,1,3,15
SabadellUrquijo,50,3322,922,12,322589,1460,461,0.002858126,3.7199E-05,0,3,13
